SEQ,酒店,国家,省份,城市,商圈,星级,业务部门,房间数,图片数,评分,评论数,城市平均实住间夜,酒店总订单,酒店总间夜,酒店实住订单,酒店实住间夜,酒店直销订单,酒店直销间夜,酒店直销实住订单,酒店直销实住间夜,酒店直销拒单,酒店直销拒单率,城市直销订单,城市直销拒单率,拒单率是否小于等于直销城市均值
anqing_3465,怀宁洪星旅馆,中国,安徽,安庆,NULL,二星及其他,低星,16,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3466,潜山县天柱山筷乐农家客栈,中国,安徽,安庆,天柱山,二星及其他,客栈,10,NULL,4.097000122,15,18.00,21,25,10,13,11,15,8,11,1,9.09%,6207,6.11%,0
anqing_3467,怀宁温馨小宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3468,怀宁高达旅馆,中国,安徽,安庆,NULL,二星及其他,低星,8,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3469,怀宁如意旅社,中国,安徽,安庆,NULL,二星及其他,低星,8,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3470,都市花园安庆桐城开发区店,中国,安徽,安庆,NULL,经济型,低星,78,NULL,4.626319885,74,18.00,70,90,55,72,52,65,43,54,1,1.92%,6207,6.11%,1
anqing_3471,安庆港湾宾馆,中国,安徽,安庆,NULL,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3472,天柱山青山人家饭店,中国,安徽,安庆,天柱山,二星及其他,客栈,5,NULL,4.590360165,11,18.00,8,11,1,2,5,8,1,2,1,20.00%,6207,6.11%,0
anqing_3473,太湖婉君大酒店,中国,安徽,安庆,NULL,二星及其他,低星,36,NULL,4.369860172,18,18.00,13,14,5,6,13,14,5,6,3,23.08%,6207,6.11%,0
anqing_3474,安庆福星土菜馆住宿,中国,安徽,安庆,天柱山,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3475,安庆天柱山乡味土菜馆农家乐,中国,安徽,安庆,天柱山,二星及其他,客栈,8,NULL,5,1,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3476,潜山郑家宾馆,中国,安徽,安庆,NULL,二星及其他,低星,8,NULL,5,2,18.00,3,3,1,1,3,3,1,1,0,0.00%,6207,6.11%,1
anqing_3477,安庆潜山心怡快捷宾馆,中国,安徽,安庆,NULL,二星及其他,低星,18,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3478,安庆新苑宾馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,5,2,18.00,4,4,3,3,4,4,3,3,0,0.00%,6207,6.11%,1
anqing_3479,潜山路桥商务酒店,中国,安徽,安庆,NULL,二星及其他,低星,104,NULL,5,1,18.00,3,4,2,3,3,4,2,3,1,33.33%,6207,6.11%,0
anqing_3480,枞阳县银苑商务宾馆,中国,安徽,安庆,NULL,二星及其他,低星,23,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3481,枞阳怡然居住宿,中国,安徽,安庆,NULL,二星及其他,低星,24,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3482,安庆三鑫快捷宾馆,中国,安徽,安庆,NULL,二星及其他,低星,18,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3483,安庆宅友汀出租房,中国,安徽,安庆,NULL,二星及其他,低星,32,NULL,4.333330154,19,18.00,43,60,32,47,41,58,30,45,1,2.44%,6207,6.11%,1
anqing_3484,安庆军之恋宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,20,NULL,4.190480232,6,18.00,2,2,1,1,2,2,1,1,1,50.00%,6207,6.11%,0
anqing_3485,岳西县学苑主题宾馆,中国,安徽,安庆,NULL,二星及其他,低星,24,NULL,4.599999905,7,18.00,10,10,5,5,3,3,1,1,0,0.00%,6207,6.11%,1
anqing_3486,桐城鑫尚酒店,中国,安徽,安庆,NULL,二星及其他,低星,30,NULL,5,1,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3487,安庆鑫悦宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,12,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3488,安庆龙塘公馆,中国,安徽,安庆,NULL,二星及其他,低星,19,NULL,3.60800004,6,18.00,9,9,7,7,8,8,7,7,1,12.50%,6207,6.11%,0
anqing_3489,天柱山仙桃湖之家住宿,中国,安徽,安庆,天柱山,二星及其他,低星,4,NULL,NULL,NULL,18.00,3,3,NULL,NULL,3,3,NULL,NULL,3,100.00%,6207,6.11%,0
anqing_3490,安庆长兴宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,15,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3491,海友安庆潜山县酒店,中国,安徽,安庆,NULL,经济型,低星,34,NULL,3.986109972,21,18.00,4,5,1,2,3,4,1,2,0,0.00%,6207,6.11%,1
anqing_3492,安庆站东招待所一店,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,7,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3493,尚客优快捷连锁酒店安庆太湖店,中国,安徽,安庆,NULL,二星及其他,低星,53,NULL,4.344659805,84,18.00,86,98,67,79,76,88,61,73,3,3.95%,6207,6.11%,1
anqing_3494,安庆明堂山酒店,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,4.571430206,9,18.00,16,34,8,17,16,34,8,17,6,37.50%,6207,6.11%,0
anqing_3495,安庆葡京主题酒店,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,48,NULL,4.797550201,9,18.00,32,39,18,23,32,39,18,23,0,0.00%,6207,6.11%,1
anqing_3496,安庆佳佳土菜馆住宿,中国,安徽,安庆,天柱山,二星及其他,低星,8,NULL,NULL,NULL,18.00,2,4,NULL,NULL,2,4,NULL,NULL,1,50.00%,6207,6.11%,0
anqing_3497,太湖县百工客栈,中国,安徽,安庆,NULL,二星及其他,低星,25,NULL,3.772730112,14,18.00,14,20,6,10,14,20,6,10,1,7.14%,6207,6.11%,0
anqing_3498,安庆站前小宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,4,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3499,安庆城市之家酒店岳西天仙河路店,中国,安徽,安庆,NULL,二星及其他,低星,45,NULL,3.978389978,66,18.00,61,78,38,46,59,76,36,44,0,0.00%,6207,6.11%,1
anqing_3500,安庆祥瑞雅居出租房,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,4,5,2,2,4,5,2,2,0,0.00%,6207,6.11%,1
anqing_3501,天柱山王府国际大酒店,中国,安徽,安庆,NULL,四星级/高档,OTA,243,NULL,4.260179996,76,18.00,29,37,15,23,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3502,安庆玫瑰情缘宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3503,桐城榴园客栈,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,5,1,18.00,2,2,2,2,2,2,2,2,0,0.00%,6207,6.11%,1
anqing_3504,安庆桃花源出租房,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3505,安庆亚丁商务酒店,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,80,NULL,4.620220184,35,18.00,64,68,47,51,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3506,安庆贵客宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,13,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3507,安庆东升大酒店,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3508,安庆金色阳光宾馆,中国,安徽,安庆,NULL,二星及其他,低星,17,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3509,安庆汉莎精品酒店,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,42,NULL,5,2,18.00,21,23,11,12,21,23,11,12,2,9.52%,6207,6.11%,0
anqing_3510,安庆现代旅馆,中国,安徽,安庆,NULL,二星及其他,低星,7,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3511,安庆君悦宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3512,安庆大民宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,20,NULL,3.181819916,2,18.00,2,2,1,1,2,2,1,1,1,50.00%,6207,6.11%,0
anqing_3513,安庆欣欣宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,12,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3514,安庆金阳光快捷宾馆,中国,安徽,安庆,东部新城商圈,二星及其他,低星,30,NULL,3.5,5,18.00,7,9,6,7,7,9,6,7,0,0.00%,6207,6.11%,1
anqing_3515,安庆全正宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3516,安庆九重天宾馆,中国,安徽,安庆,NULL,二星及其他,低星,17,NULL,3,1,18.00,1,1,1,1,1,1,1,1,0,0.00%,6207,6.11%,1
anqing_3517,安庆市锦鑫宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3518,安庆金凤朝阳宾馆,中国,安徽,安庆,东部新城商圈市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3519,安庆迎鑫宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3520,安庆宜锦宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3521,安庆新怡宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,15,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3522,安庆清华旅社,中国,安徽,安庆,市中心区域商圈客运站区域商圈,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3523,安庆香村商务大酒店,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,50,NULL,4.980390072,4,18.00,1,1,NULL,NULL,1,1,NULL,NULL,1,100.00%,6207,6.11%,0
anqing_3524,安庆利达商务酒店,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3525,安庆日报宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3526,安庆优品快捷宾馆,中国,安徽,安庆,NULL,二星及其他,低星,25,NULL,4.546820164,39,18.00,23,25,17,18,23,25,17,18,0,0.00%,6207,6.11%,1
anqing_3527,桐城鸿达宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3529,安庆金桥商务宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,20,NULL,4,2,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3530,安庆馨港宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,14,NULL,5,1,18.00,2,2,NULL,NULL,2,2,NULL,NULL,0,0.00%,6207,6.11%,1
anqing_3531,安庆车站喜洋洋宾馆,中国,安徽,安庆,市中心区域商圈客运站区域商圈,二星及其他,低星,10,NULL,5,3,18.00,2,2,2,2,2,2,2,2,1,50.00%,6207,6.11%,0
anqing_3532,桐城交通快捷宾馆,中国,安徽,安庆,NULL,二星及其他,低星,11,NULL,4.878379822,7,18.00,3,3,1,1,2,2,1,1,0,0.00%,6207,6.11%,1
anqing_3533,安庆虹苑宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,15,NULL,1,1,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3534,安庆华丽宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3535,安庆源顺宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,15,NULL,NULL,NULL,18.00,2,6,1,5,2,6,1,5,0,0.00%,6207,6.11%,1
anqing_3536,安庆华胜旅社,中国,安徽,安庆,市中心区域商圈客运站区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3537,安庆万客来宾馆,中国,安徽,安庆,NULL,二星及其他,低星,14,NULL,5,1,18.00,1,2,NULL,NULL,1,2,NULL,NULL,1,100.00%,6207,6.11%,0
anqing_3538,安庆红苹果商务宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3539,安庆梦之旅宾馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,4.454549789,2,18.00,1,1,NULL,NULL,1,1,NULL,NULL,0,0.00%,6207,6.11%,1
anqing_3540,安庆聚轩宾馆,中国,安徽,安庆,NULL,二星及其他,低星,10,NULL,5,1,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3541,安庆花园小宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3542,安庆华夏宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3543,安庆金宏基宾馆,中国,安徽,安庆,市中心区域商圈客运站区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3544,安庆宜铁商务酒店,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3545,安庆清雅宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3546,潜山县皖国酒店,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3547,岳西县富贵山庄,中国,安徽,安庆,NULL,二星及其他,低星,20,NULL,4,1,18.00,7,7,2,2,7,7,2,2,0,0.00%,6207,6.11%,1
anqing_3548,安庆圆越宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,14,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3549,安庆钱牌楼旅馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,9,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3550,安庆怡和商务酒店,中国,安徽,安庆,东部新城商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3551,安庆市鑫悦宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3552,安庆喜洋洋宾馆,中国,安徽,安庆,市中心区域商圈客运站区域商圈,二星及其他,低星,13,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3553,安庆富豪商务酒店,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,81,NULL,4.415929794,30,18.00,53,66,39,48,38,51,26,35,1,2.63%,6207,6.11%,1
anqing_3555,安庆城西宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,14,NULL,3,1,18.00,4,7,1,1,4,7,1,1,1,25.00%,6207,6.11%,0
anqing_3556,安庆新纪元商务酒店,中国,安徽,安庆,东部新城商圈,二星及其他,低星,100,NULL,4.870969772,4,18.00,36,43,28,35,36,43,28,35,0,0.00%,6207,6.11%,1
anqing_3557,桐城金贤快捷宾馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,5,1,18.00,1,1,NULL,NULL,1,1,NULL,NULL,0,0.00%,6207,6.11%,1
anqing_3558,桐城金阁楼宾馆,中国,安徽,安庆,NULL,二星及其他,低星,17,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3559,桐城铭居宾馆,中国,安徽,安庆,NULL,二星及其他,低星,18,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3560,岳西瓦窑岗农庄,中国,安徽,安庆,NULL,二星及其他,低星,12,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3561,安庆高扬快捷宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3562,怀宁胜利宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3563,怀宁科森商务宾馆,中国,安徽,安庆,NULL,二星及其他,低星,45,NULL,4,1,18.00,3,3,1,1,3,3,1,1,1,33.33%,6207,6.11%,0
anqing_3564,怀宁永安宾馆,中国,安徽,安庆,NULL,二星及其他,低星,28,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3565,桐城金鑫莱宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3566,桐城鑫源宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3567,怀宁晨和圆商务酒店,中国,安徽,安庆,NULL,二星及其他,低星,77,NULL,3.945770025,18,18.00,13,13,11,11,13,13,11,11,1,7.69%,6207,6.11%,0
anqing_3568,桐城千城商务宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3569,桐城五八宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3570,桐城乐不思宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3571,安庆鑫宝宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,15,NULL,NULL,NULL,18.00,2,2,1,1,2,2,1,1,1,50.00%,6207,6.11%,0
anqing_3572,怀宁三福假日酒店,中国,安徽,安庆,NULL,二星及其他,低星,60,NULL,4.214829922,35,18.00,64,65,54,55,54,55,48,49,2,3.70%,6207,6.11%,1
anqing_3573,安庆鑫怡出租房,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3574,安庆佳家乐宾馆,中国,安徽,安庆,天柱山,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3575,安庆农垦宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,14,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3576,潜山天全快捷宾馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3577,桐城宜家快捷宾馆同安路店,中国,安徽,安庆,NULL,二星及其他,低星,17,NULL,1,1,18.00,1,1,1,1,1,1,1,1,0,0.00%,6207,6.11%,1
anqing_3578,望江县金丰宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3579,安庆圆山宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3580,安庆及第山庄,中国,安徽,安庆,天柱山,二星及其他,低星,8,NULL,NULL,NULL,18.00,3,5,3,5,3,5,3,5,0,0.00%,6207,6.11%,1
anqing_3581,安庆好客来土菜馆住宿,中国,安徽,安庆,NULL,二星及其他,低星,8,NULL,NULL,NULL,18.00,2,2,1,1,2,2,1,1,0,0.00%,6207,6.11%,1
anqing_3582,安庆宜源小宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3583,安庆贺府山庄,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3584,安庆龙山宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,15,NULL,NULL,NULL,18.00,1,2,NULL,NULL,1,2,NULL,NULL,1,100.00%,6207,6.11%,0
anqing_3585,安庆风华旅馆,中国,安徽,安庆,市中心区域商圈客运站区域商圈,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3586,安庆鑫弘扬宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,12,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3587,安庆鑫巢宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,18,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3588,安庆车站宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,14,NULL,4,1,18.00,1,1,NULL,NULL,1,1,NULL,NULL,0,0.00%,6207,6.11%,1
anqing_3589,安庆蓝梦宾馆,中国,安徽,安庆,市中心区域商圈客运站区域商圈,二星及其他,低星,12,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3590,安庆紫明轩宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈东部新城商圈,二星及其他,低星,15,NULL,5,1,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3591,安庆秀宜宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈东部新城商圈,二星及其他,低星,14,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3592,安庆王陈宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,14,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
