编号,酒店名称,评论信息,备注,评论人,评论日期,评分,情感倾向
598,亚朵酒店,"一晚上睡不了觉 本来只想给一星 但是前台和服务人员态度都很好 _x000D_
酒店天花板有一个很大的通气口 非常的吵 听服务员说只要是内窗的房间都有 打电话给前台 维修人员给的解决办法就是拿餐巾纸吸上去 但是还是非常的吵根本睡不了觉 房间还是有味道 开着窗户和门散了很久的味道 房间的空间很小 还有洗手台装修的不好 我住的房间洗脸的水漏不下去 流了满地的水一晚上都干不了 酒店的位置不算难找 免费停车场很大",,建平xx飞,2022-02-18,1,负向
599,亚朵酒店,图片看上去挺大的，其实很小，订的1.8m的床的房间给的1.5m的还不承认，让退差价也不肯，虽然就20几块钱，反正不推荐……性价比不高,,慧xx玉梅,2022-07-06,1,负向
600,亚朵酒店,五点通知保洁打扫三个小时无人收拾，催保洁催前台无回应,,凤英xx鑫,2022-08-30,1,负向
601,亚朵酒店,昨天晚上入住，们外面一直都有声响，然后因为空调开着，也有响声。只要是昨晚门外面总是有声音，压根儿没睡好。烦都烦死了。,,淑兰xx兵,2022-03-12,1,负向
602,亚朵酒店,选的是豪华大床房，然后还是很小，第二天要求换个房间，说可以大一点，换好以后发现差不多，第一天的房间还有一张小圆桌，第二天的房间就是小圆桌没了然后空了点。然后第二天的房间里，牙具梳子都是没有的，难道要从第一天的房间里带上？我是不知道了，后来还是打电话再让他们送过来的。洗澡的时候又发现两条浴巾都是方方正正折好的，但是！夹着两根头发，我也不知道这是不是礼物还是惊喜。我很严重怀疑他们都没有清洗过这些毛巾，直接上个房客用过以后折好就算了。然后还是打电话给前台送过来的。最后要睡觉了。真的天大的惊喜，爬出了一只蜘蛛，因为已经十二点多了，也没有打电话给前台，男朋友直接徒手捏死扔了。本来困死的我是被吓的很清醒了，真的谢谢。卫生真的很差，翻开床垫，可以看到席梦思的边上都是脏东西，我眼不见为净的还是睡了。哦对了，免费咖啡必须要银卡以上才能喝，我厚着脸皮问了咖啡，她说我不是银卡会员，不能喝。,,涛xx旭,2022-11-26,1,负向
603,亚朵酒店,"优点:离地铁口近，卫生还可以，酒店比较新_x000D_
缺点:1.房间小的可怜，估计只有12平方左右，转身都难。_x000D_
          2.设备及简，衣服洗后，凉衣服的地方都没有_x000D_
          3.说是艺术酒店，其实就画几个看不懂的英文算不上艺术吧？_x000D_
          4.周边连个便利店都没有，卖瓶水跑老远_x000D_
          5.可能是华住会的作品，跟汉庭很类似，只是刚装修的，价格贵点",,秀华xx敏,2022-12-14,1,负向
604,亚朵酒店,房间智能设施还行 但是房间太小了 床也小 没有早餐,,畅xx文,2022-11-01,1,负向
605,亚朵酒店,办入住时给了间窗户非常小的房间，前台给换了窗户稍大些的，感觉还是不通风，有些压抑，感觉跟价格有些失望，地段还是不错哦,,帅xx柳,2022-02-07,1,负向
606,亚朵酒店,房间特别小，价钱又不便宜，还没窗户，窗户小小的闷死了，全都是那个地毯的甲醛味，住里面头都是晕的，住在里面影响心情！是帮他吸收甲醛的！早餐也特别难吃！,,博xx淑华,2022-12-26,1,负向
607,亚朵酒店,出差这么多年最差的酒店服务！没有之一！所有房间wifi都没有信号，电视没网络，窗户关不上！联系前台联系不上，酒店电话要转很多次，然后打了五六个电话都没人接，在忙。管理真的太差太差。前台一副你爱怎样怎样的表情。,,雪xx梅,2022-10-26,1,负向
608,亚朵酒店,先说缺点：房间十分十分小，房间中恶臭和恶香交相辉映。窗户估计就脸大，要求退房十分不爽快，最后支付20%补偿金才给予退房。优点是带免费底下停车库，酒店有一定设计。当时比较急，也是看到可以停车就直接定了。但房间十分不满意。,,彬xx丹丹,2022-04-08,1,负向
609,亚朵酒店,房间太小了。开始给的房型有12平米没有？我第二天提出质疑，我定的是高级大床房，20平的，你们给我的和订单上图片都不一致。换了个房间，至少外观和图片一致了，但是还是超小。这个酒店房间太小了，440根本不值。上海酒店可选的多了，以后不会再选citigo。,,伟xx春梅,2022-02-07,1,负向
610,亚朵酒店,建议不要入住太差了，一夜无眠起早退房了，房间里味道很臭，实事求是说,,丽娟xx芳,2022-04-27,1,负向
611,亚朵酒店,房间的窗户对着通道，房间很压抑很闷。前台服务态度很好。,,瑜xx凤兰,2022-01-07,1,负向
612,亚朵酒店,只能说吃了地理位置比较好，没有其他的优点了，性价比极低，浴巾有毛絮，房间里一股味道都已经可以忽略了，总不能忍的是房间正对床头的天花板上的通风口，吵的可怕，一晚上没睡，老清早受不了给前台打电话要求第二晚换房，以为换了可以安稳的补个觉了，结果，排风的声音没了，开始哗啦啦水声了，这个声音从半夜02:00持续到5:30…头疼的两个晚上，第三天赶紧换酒店。更别提第二个晚上居然响了火警警报，吓xx了，电话问前台说是设备故障，警报响了十分钟不打电话到前台询问也没有工作人员主动沟通，整层住客都开门出来看什么情况，全程见不到一个店员，无语。,,芳xx晨,2022-07-01,1,负向
613,亚朵酒店,太吵，房间隔音也不行！卫生有待改善，我和女儿睡了一晚身上都痒，第二天果断换了酒店。,,红霞xx霞,2022-02-04,1,负向
614,亚朵酒店,屋里潮湿 不卫生 太差了严重和价格不匹配 还豪华大床房呢,,红xx秀梅,2022-03-06,1,负向
615,亚朵酒店,酒店装修还是蛮有特色的，风格比较适合年轻人住。但是不得不说，设施实在是落后，400多的酒店，电视只能看直播，不能连网，而且还经常和老式电视机一样，一卡一卡的信号卡顿。然后隔音是真的差，住的房间刚好靠另一幢正在整修的房子，打桩声音震耳欲聋，问了前台告诉我，晚上6点以后和早上9.10点以前是不能装修的，我也就没要求换房间，结果第二天一早7点多被吵醒，对于爱睡懒觉的朋友来说简直是煎熬。。。。,,建军xx桂荣,2022-08-20,1,负向
616,亚朵酒店,半夜开房早上旁边装修施工很吵也不告知，不是地段好这价格完全不值。,,帅xx荣,2022-05-03,1,负向
617,亚朵酒店,体验感最差的一次酒店 定的豪华大床房 也不知道不知道豪华在那里了 房间小的可怜  厕所还是玻璃门 一点点遮的都没有 我想不管是情侣还是夫妻上厕所多多少少有点害羞吧 厕所很小做了干湿分离 然后并没有用 水全部好流到马桶边 上厕所还差点摔了洗澡的热水就不要说了 简直无语死了 热水温度最高也就是固定温度是40度 想洗个热水澡都不行 而且喷头设计的也无语 不想洗头的 一下子不小心就可以成落汤鸡 房间隔音效果也不好 主要房间还一股烟味 臭的很 更无语的是空调设计的对着头吹  吹的头痛 4.7分的好评不知道哪里来的,,秀梅xx岩,2022-02-01,1,负向
618,亚朵酒店,住在5楼  酒店新装修的味还没散去 早上6点半楼下开始施工 声音关着窗户还巨大 寻求酒店帮助 前台只有个保安 领导8点上班后 说给延长退房 作为补偿 然而13点噪音还是太大  14点离开 还让我给好评,,琴xx桂荣,2022-09-20,1,负向
619,亚朵酒店,各方面太差了  服务态度特别差 上海这么大的城市就这样服务态度吗？ 还不如小城市呢,,艳xx璐,2022-03-18,1,负向
620,亚朵酒店,展示图片仿佛p过一般，将二十多一点的房间拍成四十平的效果。本来按照评分顺序选的，一看4.8分挺高没多想就订了，结果一进酒店失望透顶。先是门店位置实在隐蔽，以为是自己找不到，后来进了大厅发现也有顾客在电话问前台，说找不到位置。房间布局极其不合理，进门手边就是洗漱缸，边上就一块小区域，放个水杯电水壶就没地了。厕所门是透明玻璃，紧挨着床，可以和蹲马桶的人眼神交流那种，即使是老夫老妻也会嫌尴尬吧。床不大勉强算普通双人床，床单被子十分潮湿，躺了一会儿腿就开始发痒，晚上宁可盖浴巾也不愿意盖被子。说好的早餐迟了半小时才送到，没地儿吃只能用手端着，水果都挤着放洗漱里了。对了，我们住的可是豪华大床房哦~,,强xx琳,2022-04-02,1,负向
621,亚朵酒店,房间太小，双人间有异味，卫生状况一般，地段不错，闹中取静。,,鑫xx岩,2022-08-11,3,正向
622,亚朵酒店,酒店的电视不好用，不可以投屏！Wi-Fi也很慢很慢！房间很小，豪华双人床都很小！,,杨xx秀珍,2022-10-24,1,负向
623,亚朵酒店,"地理位置还可以 房间非常小 连衣架都没有_x000D_
客房服务太差了 叠毛巾铺床非常敷衍 不知道有没有换还是只是叠起来了 淋浴间和洗手间使用完了之后也没有打扫 从没体验过这么敷衍的客房服务",,倩xx琴,2022-05-06,1,负向
624,亚朵酒店,"常年差旅，唯一一次超级滑稽的体验！_x000D_
1入住登记，前台说是携程预订的，要不要退了注册我们官网会员，便宜！这是什么行径？！隔壁客人也遇到同样套路，当场就说你们店价比携程贵，不要你的会员！_x000D_
2入住 给525房！上楼，开不了门，下楼去前台，答复原话“525，对，门是刷不了卡的，你先上楼，我让服务员开！我说好，上楼，等了几分钟，没人来！没人来开门！下楼要求不住了！退单！这下态度好了，先生对不起，我们失误，为你升级，给你最好的房！我没多说一句话！我再次好耐心，上楼！313！此房间没问题！但是是最好的房吗？至少有比这件大的 朝向安静的，不是转角尾房的！我不贪图小利！我只要正常的服务 该有的房间！骗我？好欺？_x000D_
3 前台服务态度普通 会说你好 但是口气很生硬！_x000D_
我不是什么挑剔客户 但也不能欺诈我！_x000D_
4携程预订大床房，现实有窗，实际前台说内窗！_x000D_
好了！没话说！不是什么好的酒店！",,燕xx波,2022-04-02,1,负向
625,亚朵酒店,房间太小了，两个人无法转开，本来还比较热的季节，不开空调房间也热到崩溃，通风不好，周围有个工地楼下是酒吧，晚上吵爆了,,淑珍xx帆,2022-12-28,1,负向
626,亚朵酒店,半夜到，要求安静，给了252房间。不是最吵的一间就算安静？入住凌晨了那么多空房又不是没房间！早晨果然被小孩们早餐闹醒了,,静xx海燕,2022-02-26,1,负向
627,亚朵酒店,差评，不能在线申请开发票；住了7天，同城地址要个发票，还要收快递费，这么抠的酒店吗？,,桂芳xx杰,2022-06-28,1,负向
628,亚朵酒店,很抱歉让你入住期间有不愉快的体验，对于你提出的问题我们已经培训整改，期待你的下次入住，我们会提前帮你开好发票，避免耽误你的时间，期待你的再次光临。,,勇xx建华,2022-09-12,1,负向
629,亚朵酒店,第一天的特价房255元，8218号，房里的出风口真的太吵了.完全无法睡觉.、其二：都2020年了、电视机居然不能联网！！！窗户是靠内的..洗澡的还可以,,雪xx小红,2022-03-16,1,负向
630,亚朵酒店,"服务人员素质非常差、房间小、各方面都非常差！！！_x000D_
非常糟糕的一次住店体验，还会告诉我的朋友，这家酒店很差！！！_x000D_
永远不会再住这家酒店。",,雷xx利,2022-03-29,1,负向
631,亚朵酒店,房间比较小，而且有味道，边上的工地一直在开工，比较吵，早餐一般，但是时间长7点到12点，晚上有免费宵夜,,莹xx雪,2022-09-24,1,负向
632,亚朵酒店,失信酒店！办理铂金会员的时候，服务人员告知在华住集团所有酒店，会员本人可以免费吃早餐，本酒店不允许吃早餐，房间很小！,,红霞xx萍,2022-12-23,1,负向
633,亚朵酒店,房间特别小，有点小旅馆的感觉，不值这个价格,,林xx建平,2022-06-13,1,负向
634,亚朵酒店,建议体重超过160斤、身高超过175的男女携友换个酒店，因为，这个袖珍的房间你实在转不开。????,,丽华xx桂芝,2022-06-29,1,负向
